PassengerId,Survived
892,0.08657639349387886
893,0.5061972595356073
894,0.20888481012738125
895,0.07780192745212355
896,0.5668486913898231
897,0.11148353370048913
898,0.613157806773578
899,0.23512069281702908
900,0.6881967177958257
901,0.023928868418162552
902,0.14775603273719048
903,0.35767097063936976
904,0.8974746926212934
905,0.14337854750278362
906,0.835293265701234
907,0.8315001214965602
908,0.2788389154124482
909,0.16550164369863035
910,0.5580151153023236
911,0.6182426125107588
912,0.3717980871788514
913,0.12031710978798857
914,0.9917744346350051
915,0.49047676201007734
916,0.8924940688668512
917,-0.016497814561588053
918,1.0028082649539294
919,0.1616153045161266
920,0.3706254345810488
921,0.15049197648970652
922,0.17706015375114917
923,0.20971415836589236
924,0.5342279828639496
925,0.6197274448790313
926,0.4365704068872467
927,0.17197887566946987
928,0.6626784284693785
929,0.6082696799143263
930,0.0829837130287952
931,0.14775603273719048
932,0.1147446856544061
933,0.4768520389028171
934,0.041529428415422176
935,0.7785096131320413
936,0.8404750512779056
937,0.0829837130287952
938,0.43241622294419746
939,0.17596219469146437
940,0.9084752268513482
941,0.56116451238093
942,0.3799614041007697
943,0.3435142552813527
944,0.7308792373972439
945,0.8068600372072792
946,0.4134683605664196
947,0.007095547425974846
948,0.05707478514543707
949,0.0829837130287952
950,0.11304682485520257
951,0.9706566537714078
952,0.10371085533548169
953,0.25840543182318176
954,0.10111996254714589
955,0.6338849490802645
956,0.43766460069860835
957,0.8562363967821156
958,0.6442485202336077
959,0.35508007785103396
960,0.46868872198089884
961,0.7851281080361499
962,0.6287031635035929
963,0.09334728418213845
964,0.58754253760764
965,0.47516595395173833
966,0.9732475465597435
967,0.46480238279839514
968,0.14775603273719048
969,0.7798569155125594
970,0.26358721739985336
971,0.6287031635035929
972,0.16553493978749997
973,0.26855301420232974
974,0.3498982922743623
975,0.14775603273719048
976,0.3695201630042016
977,0.18520118437169444
978,0.6209304851385854
979,0.6160423582793338
980,0.6908845904236524
981,0.29730211973708853
982,0.5709695792440026
983,0.14775603273719048
984,0.878869345759591
985,0.14775603273719048
986,0.48423407871091373
987,0.0829837130287952
988,0.7601573748394954
989,0.0726201418754519
990,0.6108605727026621
991,0.06225657072210872
992,0.9178111963710691
993,0.23665068788287286
994,0.17596219469146437
995,0.0803928202404594
996,0.6545484076363298
997,0.07521103466378776
998,0.12155344613641234
999,0.17596219469146437
1000,0.14775603273719048
1001,0.29338248446571524
1002,0.30724175624465133
1003,0.6908845904236524
1004,0.9706566537714078
1005,0.6429530738394398
1006,0.793838981087861
1007,0.13856511418164985
1008,0.2199103922536824
1009,0.6212574399448751
1010,0.45573425803921974
1011,0.7463912980383891
1012,0.8251456833220859
1013,0.14125298680947643
1014,0.9385383386777556
1015,0.07521103466378776
1016,0.17596219469146437
1017,0.6145123632134901
1018,0.0907563913938026
1019,0.6214661746596765
1020,0.23249650393982363
1021,0.085574605817131
1022,0.06484746351044451
1023,0.411689080637511
1024,0.64619487705266
1025,0.18520118437169444
1026,0.03634764283875058
1027,0.085574605817131
1028,0.15125173336278336
1029,0.27395078855319666
1030,0.6030878943376548
1031,-0.015314213803307608
1032,0.45498168546772144
1033,0.9062749726199233
1034,0.3438900668862977
1035,0.268769002976525
1036,0.368034541792713
1037,-0.03668926734718353
1038,0.4768520389028171
1039,0.0907563913938026
1040,0.4768520389028171
1041,0.2247571216636858
1042,1.0002173721655936
1043,0.2199103922536824
1044,-0.00899298095712614
1045,0.56116451238093
1046,-0.03300418074748607
1047,0.085574605817131
1048,0.9166385437732666
1049,0.6030878943376548
1050,0.368034541792713
1051,0.5870734402642881
1052,0.6908845904236524
1053,0.16294404699916415
1054,0.7888731842853846
1055,0.14775603273719048
1056,0.23508739672815943
1057,0.5564851202364798
1058,0.42464354457919
1059,0.02345977107481073
1060,1.063928794151497
1061,0.6056787871259905
1062,0.14775603273719048
1063,0.14995628696861546
1064,0.05345629072347885
1065,0.2199103922536824
1066,-0.011193325949127975
1067,0.8091312292487193
1068,0.8044185410153994
1069,0.3743889799671872
1070,0.7506015928394876
1071,0.8898698799896457
1072,0.26358721739985336
1073,0.4143132695147164
1074,0.9104291565629725
1075,0.17596219469146437
1076,0.9551445931302625
1077,0.23767828951649525
1078,0.797706760372884
1079,0.034292439571505795
1080,0.37676298970511574
1081,0.23767828951649525
1082,0.2185144383645222
1083,0.4768520389028171
1084,0.0791306699351611
1085,0.21147570291571707
1086,0.312345083034882
1087,0.06225657072210872
1088,0.5252192659809349
1089,0.6160423582793338
1090,0.28172346691820405
1091,0.6626784284693785
1092,0.6908845904236524
1093,0.13865926240868043
1094,0.3925252294855379
1095,0.7966791587392617
1096,0.27654168134153245
1097,0.549006398419309
1098,0.6002033428318989
1099,0.27913257412986825
1100,0.9784293321364151
1101,0.0829837130287952
1102,0.06484746351044451
1103,0.14775603273719048
1104,0.29726882364821894
1105,0.666073621599979
1106,0.41714589527630663
1107,0.368034541792713
1108,0.6908845904236524
1109,0.29034105423150824
1110,0.8955540589985388
1111,0.14775603273719048
1112,0.8159547647665453
1113,0.09334728418213845
1114,0.7992367554387279
1115,0.09334728418213845
1116,0.9266114763696989
1117,0.7265910122775112
1118,0.0881654986054668
1119,0.6908845904236524
1120,0.04282487480959013
1121,0.24804186066983852
1122,0.30504150201322633
1123,0.9373656860799531
1124,0.0586380763001505
1125,0.17596219469146437
1126,0.4132523717922244
1127,0.09593817697047424
1128,0.3484800520838291
1129,0.16809253648696615
1130,0.7707702308559035
1131,0.90485673242939
1132,0.9214296907930273
1133,0.7314044455986448
1134,0.3935861272080299
1135,0.14775603273719048
1136,0.10480504914684335
1137,0.33591622669906085
1138,0.7992367554387279
1139,0.19366640820365605
1140,0.7463912980383891
1141,0.7001235801038824
1142,0.8109017918264996
1143,0.09593817697047424
1144,0.44434308525225413
1145,0.085574605817131
1146,0.06355201711627662
1147,0.14775603273719048
1148,0.17596219469146437
1149,0.07521103466378776
1150,0.8070094338037352
1151,0.09334728418213845
1152,0.01847923808094537
1153,0.09334728418213845
1154,0.7728587302120179
1155,0.6212574399448751
1156,0.33574157691634526
1157,0.14775603273719048
1158,0.4768520389028171
1159,0.14775603273719048
1160,0.6626784284693785
1161,0.10371085533548169
1162,0.42982533015586166
1163,0.17596219469146437
1164,0.9618563737727779
1165,0.6561753825416644
1166,0.2199103922536824
1167,0.7697093331334115
1168,0.268769002976525
1169,0.20296908163450728
1170,0.22887800951786544
1171,0.28431435970653984
1172,0.6030878943376548
1173,0.10698276740977108
1174,0.6908845904236524
1175,0.6726846571546805
1176,0.6186665471565393
1177,0.05448389235710127
1178,0.14775603273719048
1179,0.3799614041007697
1180,0.2199103922536824
1181,0.14775603273719048
1182,0.4768520389028171
1183,0.613157806773578
1184,0.2199103922536824
1185,0.30070462538485154
1186,0.05448389235710127
1187,0.0803928202404594
1188,0.8828488799199246
1189,0.15049197648970652
1190,0.3991252552527427
1191,0.0726201418754519
1192,0.06484746351044451
1193,0.4134683605664196
1194,0.2257847232973082
1195,0.085574605817131
1196,0.6908845904236524
1197,0.7871272004453456
1198,0.35617427166239557
1199,0.14148470386869214
1200,0.2955228398081799
1201,0.511379045112279
1202,0.10111996254714589
1203,0.1629107509102945
1204,0.14775603273719048
1205,0.5950215572552273
1206,0.9214296907930273
1207,0.6468394130219435
1208,0.3666163016021798
1209,0.2920870380715473
1210,0.07780192745212355
1211,0.21489594394256395
1212,0.0803928202404594
1213,0.1551380725452871
1214,0.27395078855319666
1215,0.3913525768877353
1216,0.8907296158899084
1217,0.0881654986054668
1218,0.7516063797039305
1219,0.42982533015586166
1220,0.23146890230620124
1221,0.2869052524948757
1222,0.7236317672336374
1223,0.44796157967421235
1224,0.2199103922536824
1225,0.6467757292713223
1226,0.07780192745212355
1227,0.3991252552527427
1228,0.25840543182318176
1229,0.11062379780022646
1230,0.27654168134153245
1231,0.2199103922536824
1232,0.29467793085988314
1233,0.06484746351044451
1234,0.07595883416758603
1235,0.9095361245738403
1236,0.10892593700102293
1237,0.6212241438560056
1238,0.27395078855319666
1239,0.6363788620291095
1240,0.27913257412986825
1241,0.7759187203437055
1242,0.9432177308222058
1243,0.27654168134153245
1244,0.29467793085988314
1245,0.17140927083112573
1246,0.6192869931050142
1247,0.3473073994860265
1248,0.7694933443592162
1249,0.14775603273719048
1250,0.17596219469146437
1251,0.5502424369373162
